Boundary Type, .005, .010, .015, .020, .025, .030, .035, .040, .045, .050, >.050, Average Delta, Number of Boundaries, Number of Positive Deltas, Number of Negative Deltas, STD of Delta
stopsVoiceless-phones, 0.504854368932, 0.747572815534, 0.805825242718, 0.902912621359, 0.941747572816, 0.970873786408, 0.970873786408, 0.980582524272, 0.980582524272, 0.990291262136, 1.0, 0.00130701892566, 103, 42, 40, 0.000155536268055
stopsVoiced-fric, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00126925575029, 1, 1, 0, 0.0
fricVoiceless-pause, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0143051141018, 1, 1, 0, 0.0
stopsVoiced-approx, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00536478992448, 1, 0, 1, 0.0
vowels-vowels, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiced-vowels, 0.227272727273, 0.409090909091, 0.590909090909, 0.727272727273, 0.818181818182, 0.818181818182, 0.909090909091, 0.954545454545, 1.0, 1.0, 1.0, 0.00755056067762, 22, 12, 9, 0.00031360736673
vowels-trill, 0.689655172414, 0.827586206897, 0.896551724138, 0.931034482759, 0.931034482759, 0.965517241379, 0.965517241379, 0.965517241379, 0.965517241379, 0.965517241379, 1.0, 0.00399915020911, 29, 9, 5, 0.000127304623719
nasals-vowels, 0.4, 0.52, 0.74, 0.84, 0.9, 0.98, 0.98, 1.0, 1.0, 1.0, 1.0, -0.00373508584668, 50, 18, 21, 0.000172856691122
phones-phones, 0.427872860636, 0.597799511002, 0.738386308068, 0.844743276284, 0.91075794621, 0.951100244499, 0.964547677262, 0.977995110024, 0.987775061125, 0.9902200489, 1.0, -0.00282475900654, 818, 254, 378, 0.0002126983655
trill-fricVoiceless, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiced-fricVoiceless, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0144313758203, 2, 2, 0, 0.000112562963759
nasals-stops, 0.769230769231, 0.769230769231, 0.769230769231, 0.923076923077, 0.923076923077, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00220513273216, 13, 2, 2, 0.000103814591268
consonants-nasals, 0.4, 0.466666666667, 0.533333333333, 0.733333333333, 0.8, 0.8, 0.866666666667, 0.933333333333, 1.0, 1.0, 1.0, 0.00152434642807, 15, 6, 4, 0.000384849892396
stopsVoiceless-trill, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0192056880936, 2, 1, 0, 0.000368858455147
stopsVoiceless-consonants, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0, -0.00368267155085, 5, 1, 3, 0.000750777312424
stopsVoiceless-approx, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-stopsVoiceless, 0.166666666667, 0.5, 0.5, 0.666666666667, 0.666666666667, 0.833333333333, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0095760029236, 6, 3, 3, 0.000261295816851
stops-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiced-trill, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-vowels, 0.559139784946, 0.698924731183, 0.817204301075, 0.89247311828, 0.935483870968, 0.94623655914, 0.978494623656, 0.989247311828, 1.0, 1.0, 1.0, 0.0031572704251, 93, 37, 24, 0.000139468201703
fricVoiceless-nasals, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00108602129862, 2, 1, 0, 1.17944226106e-06
phones-trill, 0.666666666667, 0.818181818182, 0.878787878788, 0.909090909091, 0.909090909091, 0.939393939394, 0.939393939394, 0.969696969697, 0.969696969697, 0.969696969697, 1.0, 0.00444870639261, 33, 10, 6, 0.00015258835704
nasals-stopsVoiced, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2, 0, 0, 0.0
stopsVoiceless-stopsVoiceless, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.000342371761161, 1, 0, 1, 0.0
consonants-stopsVoiced, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3, 0, 0, 0.0
nasals-trill, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiced-pause, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiceless-fric, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiceless-vowels, 0.661971830986, 0.788732394366, 0.887323943662, 0.943661971831, 0.971830985915, 0.985915492958, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0017959692201, 71, 25, 15, 7.76758549021e-05
stopsVoiced-vowels, 0.272727272727, 0.454545454545, 0.666666666667, 0.787878787879, 0.939393939394, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00791915092072, 33, 8, 22, 0.000145107851153
